Metric,Anomaly
9.565920674903431,0
30.435685282994875,0
8.87346924826952,0
7.70723704435027,0
35.76769801809047,0
17.145342444229666,0
28.244965771479173,0
12.769056547317687,0
25.119727802845702,0
34.02358116996239,0
23.15685682651349,0
5.0,0
13.412487864778011,0
13.360400253776362,0
14.364322985518951,0
17.526987434736533,0
14.838493452094442,0
12.729496601320667,0
7.874263686003051,0
22.395853972772827,0
18.006321047624002,0
13.058916518937096,0
11.703224906895942,0
16.289009266232828,0
11.08721586099084,0
29.636599761448746,0
12.43499302688982,0
17.167660248384372,0
33.782210836131924,0
32.1015558372236,0
7.348211815567,0
6.8182751576841625,0
19.19928286896971,0
13.864833120748221,0
15.936212361464767,0
30.11058992510117,0
47.94071276086245,1
15.63296195329214,0
20.30042426592122,0
27.48922259830874,0
10.371204568776761,0
25.17335640178224,0
8.029002818916869,0
13.587825325899791,0
23.621777641459722,0
11.910971427690487,0
36.75332984901452,0
35.82896345741936,0
12.667863635835813,0
18.813587137843093,0
20.63642666445541,0
23.873818150963768,0
27.940611502570842,0
28.38755616877411,0
10.0,0
11.293044665754275,0
15.603611978374548,0
17.697875275515468,0
17.119536587772043,0
12.856751622487,0
19.753796653415264,0
31.87767981702901,0
11.87615577583595,0
29.365198154475454,0
10.087200331058819,0
9.25139923331606,0
24.782560758506772,0
9.782143553154022,0
24.40581653327246,0
7.1205950496904755,0
14.234470582511321,0
15.494773517664834,0
7.32808175071406,0
12.072176389243268,0
7.611107339818783,0
12.072996782839516,0
13.73123905633037,0
28.078482669453386,0
12.215810376315654,0
58.274285559999456,1
28.540568234122755,0
14.096629569385602,0
27.615823830549786,0
5.892844867611387,0
24.80356297519571,0
28.541395821299353,0
9.357399865916241,0
22.410234232622933,0
9.98306560793646,0
15.696849308523062,0
21.887688117899184,0
12.100365606191163,0
17.95989751833342,0
17.102117032882166,0
11.835873709278307,0
9.290748962531694,0
14.5682841992835,0
30.010505599495243,0
33.269421786735116,0
14.685631725542839,0
8.987107746813745,0
28.5753767563653,0
17.979055578906337,0
32.59839880433424,0
16.880443077499503,0
30.91475369003722,0
27.956866870199157,0
25.570098756372875,0
6.883130930272984,0
25.32272279666964,0
51.727469097168914,1
23.990354640285787,0
12.469008690642983,0
16.58813831988831,0
11.839993955378635,0
7.3432773830481075,0
6.080310760563234,0
17.403230558625037,0
12.371113245266006,0
8.400019692388035,0
24.261475422931017,0
12.025884682662886,0
12.795435577110824,0
34.97307103985483,0
8.792543666339812,0
26.403691494519773,0
28.571335930657344,0
11.837604183275667,0
24.759535030428825,0
26.34910099420376,0
28.524975687989084,0
13.565086529069966,0
28.95835779102827,0
9.018720368161246,0
31.236883988099123,0
14.32554293257675,0
10.172641154623832,0
12.879290087494118,0
10.204931727546116,0
25.45337886768672,0
14.78518512038705,0
28.687939445937012,0
16.809744059880487,0
10.683652769095556,0
15.63695161001104,0
30.326649380324465,0
24.684659625294096,0
17.47628344654551,0
13.998568298003772,0
34.14069657109718,0
32.65782190738943,0
15.831084438374821,0
33.88958594153233,0
28.6515245955444,0
29.84249469080171,0
21.83208342092587,0
24.05270945433208,0
12.40561030823002,0
9.6404466127526,0
5.06658429885171,0
20.9496953294749,0
26.98670767818264,0
16.47117387485884,0
16.931992130163067,0
15.34614028795067,0
52.88645934328748,1
8.940101636378431,1
16.105488873412394,0
23.90311821219831,0
14.029017385028702,0
28.349104078338517,0
12.608967528306152,0
32.11069479033257,0
31.218997048120215,0
7.7420602156217795,0
7.936645384041421,0
7.601342369817909,0
23.304128452697267,0
31.62925061493249,0
27.18914247288283,0
27.698558632776912,0
12.540743177951775,0
27.114864406157444,0
49.020108147870566,1
14.919519914237968,0
6.967177892953863,0
11.061156138822431,0
14.069726001859957,0
13.683054690011538,0
26.343348164315923,0
29.24092181152993,0
19.880264963397853,0
15.3291815536493,0
13.130092837935466,0
14.786859223807287,0
7.046254377762944,0
10.528929695347111,0
7.276626280708481,0
24.12972214585785,0
65.65983205903895,1
20.358970530405728,1
11.174603567173437,0
11.241296615526052,0
31.946692472251854,0
9.674632573044136,0
24.658674369472404,0
12.61623006943032,0
26.099335418784637,0
30.3202423012437,0
13.533950140197296,0
8.414774310539062,0
16.485154713234436,0
14.462065674426388,0
17.29021246480849,0
15.888387952169019,0
10.0,0
32.43560213515004,0
29.225460416664742,0
13.79358393148454,0
21.808613764935053,0
23.224178776450433,0
33.460689396332434,0
27.669415587717985,0
14.337706972512631,0
28.015062540702274,0
12.286816591753214,0
25.844861200426976,0
24.74648767251725,0
16.321793057999916,0
18.458786336031313,0
15.196424276894838,0
15.638790684182117,0
39.402271473783195,0
29.58170650118883,0
17.834938356374245,0
25.96395616331062,0
10.63263765383536,0
13.813053339319014,0
28.761681516265966,0
30.053270451037996,0
28.910239433182713,0
30.66047959994198,0
9.873587345142269,0
10.56288862565221,0
8.827278576447087,0
14.056478657000925,0
30.67754172747782,0
10.84770402767485,0
15.641457586216932,0
15.238120661432692,0
12.842366821720717,0
15.724172334083866,0
12.480626652363139,0
9.830115567809935,0
10.195296041993837,0
9.935342305186548,0
9.013555738206056,0
24.121537126381725,0
29.086968617443922,0
11.560254920404317,0
23.876342206989897,0
18.35580179403865,0
15.536461307228324,0
10.244842139025016,0
9.328190530318677,0
12.69990249956181,0
10.353039757162938,0
24.732406502147786,0
23.149988719555004,0
34.171402738650464,0
10.474485231576551,0
12.150088988181025,0
7.753653571129042,0
18.054474520289613,0
9.264460152109073,0
13.040640495397257,0
23.791057596444837,0
9.771585222821214,0
7.934355921652838,0
10.551972586058223,0
9.601116602867082,0
11.535092329973748,0
15.12927216487329,0
15.9578236430614,0
8.483714164747335,0
28.195584796686123,0
24.91236180001329,0
7.470607208561157,0
16.926589134805674,0
31.821916208465705,0
26.664940654731616,0
13.791149324768606,0
18.424903189635472,0
17.533248013024224,0
23.582821139776083,0
8.330887313582767,0
11.870639422195621,0
29.431381691190154,0
8.007806914428361,0
30.088018511357056,0
15.096720477748228,0
13.7142883373326,0
9.855788211641066,0
10.042588461135157,0
13.601427040267218,0
19.40290661998072,0
30.61167724906971,0
29.0622589509765,0
22.004482275225758,0
34.664551355089735,0
8.654273446225293,0
11.950558855762084,0
7.352846699104102,0
15.544165878858097,0
8.930664197373792,0
13.53544696028183,0
11.590111282276428,0
28.069480034624807,0
15.608065599265835,0
